student_id,school_year,attendance_rate,chronic_absenteeism_flag,average_assessment_score,basic_or_below_count,failed_course_count,average_final_grade,at_risk_flag,risk_due_to_attendance,risk_due_to_assessment,risk_due_to_course_failure
STU01129,2024,0.91,0,65.0,4,1,62.75,1,0,1,1
STU01129,2025,0.915,0,65.25,2,2,67.25,1,0,1,1
STU01130,2023,0.903,0,70.25,3,0,72.25,1,0,1,0
STU01130,2024,0.938,0,70.75,2,0,74.25,1,0,1,0
STU01130,2025,0.842,1,77.0,0,0,69.75,1,1,0,0
STU01131,2023,0.884,1,59.75,3,2,56.25,1,1,1,1
STU01131,2024,0.922,0,60.5,4,1,62.75,1,0,1,1
STU01131,2025,0.946,0,76.25,1,0,76.5,1,0,1,0
STU01132,2023,0.949,0,57.75,4,3,58.5,1,0,1,1
STU01132,2024,0.9,0,66.0,2,1,62.75,1,0,1,1
STU01132,2025,0.903,0,69.5,2,0,70.5,1,0,1,0
STU01133,2023,0.855,1,68.25,3,0,74.5,1,1,1,0
STU01133,2024,0.91,0,65.25,4,0,64.75,1,0,1,0
STU01133,2025,0.911,0,70.75,3,2,69.0,1,0,1,1
STU01134,2023,1.0,0,78.25,1,1,77.0,1,0,1,1
STU01134,2024,0.921,0,77.25,0,0,80.75,0,0,0,0
STU01134,2025,0.924,0,75.0,1,0,74.5,1,0,1,0
STU01135,2023,0.88,1,68.75,2,2,64.75,1,1,1,1
STU01135,2024,0.911,0,67.25,3,1,66.0,1,0,1,1
STU01135,2025,0.91,0,66.75,3,0,70.25,1,0,1,0
STU01136,2023,0.9,0,70.25,1,1,72.75,1,0,1,1
STU01136,2024,0.931,0,70.0,2,1,70.75,1,0,1,1
STU01136,2025,0.899,1,65.25,3,3,57.5,1,1,1,1
STU01137,2023,0.948,0,78.5,0,0,80.5,0,0,0,0
STU01137,2024,1.0,0,93.25,0,0,94.75,0,0,0,0
STU01137,2025,0.952,0,86.5,0,0,85.75,0,0,0,0
STU01138,2023,1.0,0,75.0,1,1,74.75,1,0,1,1
STU01138,2024,0.925,0,78.5,2,1,76.75,1,0,1,1
STU01138,2025,0.926,0,74.0,0,0,75.75,0,0,0,0
STU01139,2023,0.921,0,66.25,3,1,65.25,1,0,1,1
STU01139,2024,0.96,0,64.5,4,0,68.25,1,0,1,0
STU01139,2025,0.946,0,80.5,0,0,78.25,0,0,0,0
STU01140,2023,0.976,0,84.0,0,0,86.5,0,0,0,0
STU01140,2024,0.95,0,76.5,1,0,75.0,1,0,1,0
STU01140,2025,0.982,0,74.0,1,0,78.5,1,0,1,0
STU01141,2023,0.895,1,67.5,3,1,64.5,1,1,1,1
STU01141,2024,0.917,0,77.5,1,0,79.0,1,0,1,0
STU01141,2025,0.924,0,80.25,1,0,77.0,1,0,1,0
STU01142,2023,0.877,1,64.0,4,1,70.5,1,1,1,1
STU01142,2024,0.953,0,66.5,3,1,62.25,1,0,1,1
STU01142,2025,0.898,1,67.5,3,0,65.0,1,1,1,0
STU01143,2023,0.921,0,60.75,3,3,59.25,1,0,1,1
STU01143,2024,0.943,0,66.25,2,1,64.75,1,0,1,1
STU01143,2025,0.989,0,70.75,1,1,70.0,1,0,1,1
STU01144,2023,0.916,0,70.0,2,2,68.25,1,0,1,1
STU01144,2024,0.946,0,69.75,1,1,67.25,1,0,1,1
STU01144,2025,0.925,0,84.75,0,1,82.5,1,0,0,1
STU01145,2023,0.911,0,77.5,0,0,80.0,0,0,0,0
STU01145,2024,0.994,0,78.25,0,0,77.75,0,0,0,0
STU01145,2025,0.994,0,84.25,1,0,85.75,1,0,1,0
STU01146,2023,0.971,0,85.25,0,0,85.25,0,0,0,0
STU01146,2024,1.0,0,72.75,1,1,69.0,1,0,1,1
STU01146,2025,0.948,0,82.75,0,0,87.75,0,0,0,0
STU01147,2023,1.0,0,71.25,1,1,69.5,1,0,1,1
STU01147,2024,0.898,1,65.25,2,1,64.75,1,1,1,1
STU01147,2025,0.936,0,72.75,2,0,71.0,1,0,1,0
STU01148,2023,0.824,1,59.25,3,3,58.5,1,1,1,1
STU01148,2024,0.922,0,68.25,3,0,70.5,1,0,1,0
STU01148,2025,0.858,1,61.0,4,2,58.5,1,1,1,1
STU01149,2023,0.966,0,82.0,0,0,81.25,0,0,0,0
STU01149,2024,0.964,0,76.5,0,0,75.0,0,0,0,0
STU01149,2025,0.955,0,75.0,1,1,74.25,1,0,1,1
STU01150,2023,0.892,1,70.0,2,1,65.75,1,1,1,1
STU01150,2024,0.92,0,77.5,0,0,77.75,0,0,0,0
STU01150,2025,0.949,0,81.0,0,0,83.75,0,0,0,0
STU01151,2023,0.922,0,61.75,4,3,57.0,1,0,1,1
STU01151,2024,0.91,0,68.5,3,0,70.5,1,0,1,0
STU01151,2025,0.949,0,79.0,0,0,77.25,0,0,0,0
STU01152,2023,0.915,0,70.0,2,1,67.5,1,0,1,1
STU01152,2024,0.839,1,69.25,2,0,69.75,1,1,1,0
STU01152,2025,0.916,0,67.5,3,1,67.0,1,0,1,1
STU01153,2023,0.901,0,59.75,3,2,60.0,1,0,1,1
STU01153,2024,0.96,0,77.33333333333333,0,0,72.25,0,0,0,0
STU01153,2025,0.927,0,72.25,1,0,71.75,1,0,1,0
STU01154,2023,0.884,1,67.5,2,2,66.25,1,1,1,1
STU01154,2024,0.928,0,70.75,2,1,72.5,1,0,1,1
STU01154,2025,0.922,0,77.25,0,0,77.5,0,0,0,0
STU01155,2023,0.882,1,55.75,4,2,54.0,1,1,1,1
STU01155,2024,0.933,0,77.5,0,0,77.25,0,0,0,0
STU01155,2025,0.953,0,64.0,3,1,63.0,1,0,1,1
STU01156,2023,0.906,0,72.75,2,1,77.0,1,0,1,1
STU01156,2024,0.91,0,74.25,1,1,75.5,1,0,1,1
STU01156,2025,1.0,0,80.0,0,0,82.25,0,0,0,0
STU01157,2023,0.936,0,67.25,2,1,66.25,1,0,1,1
STU01157,2024,0.916,0,69.25,2,0,74.75,1,0,1,0
STU01157,2025,0.919,0,73.5,1,0,74.5,1,0,1,0
STU01158,2023,0.982,0,72.0,1,0,78.5,1,0,1,0
STU01158,2024,0.947,0,73.75,2,0,70.0,1,0,1,0
STU01158,2025,0.949,0,72.5,1,0,75.25,1,0,1,0
STU01159,2023,0.953,0,70.25,2,1,67.0,1,0,1,1
STU01159,2024,0.908,0,69.0,2,0,68.25,1,0,1,0
STU01159,2025,0.971,0,74.75,1,0,72.0,1,0,1,0
STU01160,2023,1.0,0,76.5,1,0,77.5,1,0,1,0
STU01160,2024,1.0,0,76.5,1,0,78.75,1,0,1,0
STU01160,2025,0.977,0,87.25,0,0,87.5,0,0,0,0
STU01161,2023,1.0,0,73.5,1,0,73.0,1,0,1,0
STU01161,2024,0.883,1,69.0,3,2,65.75,1,1,1,1
STU01161,2025,0.912,0,72.0,1,0,68.75,1,0,1,0
STU01162,2023,0.9,0,67.5,2,1,67.5,1,0,1,1
STU01162,2024,0.922,0,77.0,2,1,72.5,1,0,1,1
STU01162,2025,0.938,0,78.75,0,0,77.75,0,0,0,0
STU01163,2023,0.938,0,75.5,1,0,80.5,1,0,1,0
STU01163,2024,0.914,0,74.25,1,0,80.75,1,0,1,0
STU01163,2025,0.885,1,68.25,3,1,68.75,1,1,1,1
STU01164,2023,0.95,0,67.25,3,0,67.5,1,0,1,0
STU01164,2024,0.934,0,73.25,1,0,73.0,1,0,1,0
STU01164,2025,0.889,1,73.0,1,1,72.0,1,1,1,1
STU01165,2023,0.942,0,82.75,0,0,84.75,0,0,0,0
STU01165,2024,0.924,0,78.75,0,0,76.0,0,0,0,0
STU01165,2025,0.929,0,79.75,1,1,75.75,1,0,1,1
STU01166,2023,0.923,0,61.75,4,2,59.75,1,0,1,1
STU01166,2024,0.907,0,61.75,3,1,62.5,1,0,1,1
STU01166,2025,0.994,0,75.5,0,0,76.25,0,0,0,0
STU01167,2023,0.919,0,67.5,4,0,69.5,1,0,1,0
STU01167,2024,0.942,0,73.25,2,0,77.5,1,0,1,0
STU01167,2025,0.932,0,70.5,2,0,73.0,1,0,1,0
STU01168,2023,1.0,0,73.75,1,0,77.75,1,0,1,0
STU01168,2024,0.922,0,79.25,1,1,77.0,1,0,1,1
STU01168,2025,0.944,0,71.75,1,0,70.5,1,0,1,0
STU01169,2023,0.943,0,82.25,0,0,81.75,0,0,0,0
STU01169,2024,,0,62.75,3,1,64.5,1,0,1,1
STU01169,2025,0.956,0,77.0,0,0,80.25,0,0,0,0
STU01170,2023,0.971,0,74.0,1,1,70.25,1,0,1,1
STU01170,2024,0.928,0,79.75,0,0,80.0,0,0,0,0
STU01170,2025,0.964,0,73.75,1,0,74.25,1,0,1,0
STU01171,2023,0.943,0,66.0,3,2,60.5,1,0,1,1
STU01171,2024,0.977,0,78.25,0,0,86.25,0,0,0,0
STU01171,2025,0.958,0,73.75,0,0,72.75,0,0,0,0
STU01172,2023,0.903,0,64.5,3,2,67.75,1,0,1,1
STU01172,2024,0.933,0,71.75,1,1,70.75,1,0,1,1
STU01172,2025,0.866,1,68.5,2,1,72.25,1,1,1,1
STU01173,2023,0.931,0,67.0,2,0,71.0,1,0,1,0
STU01173,2024,0.835,1,60.75,3,1,62.25,1,1,1,1
STU01173,2025,0.926,0,73.25,1,0,76.0,1,0,1,0
STU01174,2023,0.96,0,73.25,2,0,78.5,1,0,1,0
STU01174,2024,0.965,0,84.25,0,0,88.25,0,0,0,0
STU01174,2025,0.904,0,75.66666666666667,3,1,71.75,1,0,1,1
STU01175,2023,0.881,1,70.0,1,1,65.5,1,1,1,1
STU01175,2024,0.964,0,74.25,1,0,82.25,1,0,1,0
STU01175,2025,0.982,0,85.5,0,0,86.0,0,0,0,0
STU01176,2023,0.972,0,77.75,0,0,79.75,0,0,0,0
STU01176,2024,0.89,1,73.25,2,1,70.0,1,1,1,1
STU01176,2025,0.949,0,74.25,1,0,79.25,1,0,1,0
STU01177,2023,0.926,0,70.5,2,0,71.25,1,0,1,0
STU01177,2024,0.923,0,59.5,3,2,57.75,1,0,1,1
STU01177,2025,0.891,1,59.0,4,2,55.5,1,1,1,1
STU01178,2023,0.881,1,65.5,3,0,62.75,1,1,1,0
STU01178,2024,0.888,1,66.0,3,1,65.5,1,1,1,1
STU01178,2025,0.938,0,72.0,2,0,71.5,1,0,1,0
STU01179,2023,0.972,0,69.5,2,1,65.5,1,0,1,1
STU01179,2024,0.932,0,82.0,0,0,83.5,0,0,0,0
STU01179,2025,0.96,0,76.25,0,0,72.0,0,0,0,0
STU01180,2023,0.949,0,76.0,1,0,73.25,1,0,1,0
STU01180,2024,0.939,0,72.75,2,1,71.25,1,0,1,1
STU01180,2025,0.9318181818181818,0,71.75,2,1,72.75,1,0,1,1
STU01181,2023,0.922,0,69.66666666666667,1,0,79.0,1,0,1,0
STU01181,2024,0.911,0,80.0,1,0,84.75,1,0,1,0
STU01181,2025,0.952,0,81.75,0,0,82.25,0,0,0,0
STU01182,2023,0.919,0,57.75,4,1,59.0,1,0,1,1
STU01182,2024,0.891,1,60.25,3,2,55.5,1,1,1,1
STU01182,2025,0.907,0,68.0,3,0,70.25,1,0,1,0
STU01183,2023,0.911,0,62.25,3,1,61.0,1,0,1,1
STU01183,2024,0.865,1,75.75,1,0,76.75,1,1,1,0
STU01183,2025,0.989,0,68.0,3,0,68.25,1,0,1,0
STU01184,2023,0.944,0,73.75,1,0,76.25,1,0,1,0
STU01184,2024,0.902,0,60.75,4,2,60.5,1,0,1,1
STU01184,2025,0.924,0,75.75,0,0,74.25,0,0,0,0
STU01185,2023,0.938,0,79.75,0,0,81.5,0,0,0,0
STU01185,2024,0.944,0,79.5,1,0,75.25,1,0,1,0
STU01185,2025,0.964,0,78.25,1,0,81.0,1,0,1,0
STU01186,2023,0.929,0,76.5,1,0,81.0,1,0,1,0
STU01186,2024,0.904,0,71.25,1,0,70.75,1,0,1,0
STU01186,2025,0.915,0,76.25,1,1,73.0,1,0,1,1
STU01187,2023,0.94,0,69.25,2,0,68.25,1,0,1,0
STU01187,2024,0.954,0,61.0,4,2,59.0,1,0,1,1
STU01187,2025,0.925,0,68.5,3,0,69.0,1,0,1,0
STU01188,2023,0.932,0,80.0,1,0,79.5,1,0,1,0
STU01188,2024,0.876,1,59.0,3,2,58.5,1,1,1,1
STU01188,2025,0.921,0,78.75,1,0,78.25,1,0,1,0
STU01189,2023,0.893,1,70.5,2,0,68.75,1,1,1,0
STU01189,2024,0.935,0,79.75,1,1,78.75,1,0,1,1
STU01189,2025,0.887,1,75.25,1,0,74.25,1,1,1,0
STU01190,2023,0.977,0,71.75,2,0,75.25,1,0,1,0
STU01190,2024,0.867,1,66.25,3,1,64.75,1,1,1,1
STU01190,2025,0.882,1,63.5,3,1,64.5,1,1,1,1
STU01191,2023,0.912,0,69.75,2,1,70.75,1,0,1,1
STU01191,2024,0.902,0,78.5,1,0,77.0,1,0,1,0
STU01191,2025,0.96,0,82.25,0,0,84.66666666666667,0,0,0,0
STU01192,2023,0.988,0,85.0,0,0,76.25,0,0,0,0
STU01192,2024,0.994,0,82.0,1,0,83.25,1,0,1,0
STU01192,2025,0.948,0,75.25,1,1,74.25,1,0,1,1
STU01193,2023,0.958,0,75.0,1,0,72.5,1,0,1,0
STU01193,2024,1.0,0,81.0,0,0,85.0,0,0,0,0
STU01193,2025,0.976,0,78.5,1,0,86.75,1,0,1,0
STU01194,2023,1.0,0,77.5,1,0,80.5,1,0,1,0
STU01194,2024,0.921,0,65.0,4,0,66.75,1,0,1,0
STU01194,2025,0.924,0,68.5,1,1,66.5,1,0,1,1
STU01195,2023,0.896,1,67.0,2,1,66.25,1,1,1,1
STU01195,2024,0.867,1,73.75,0,0,73.0,1,1,0,0
STU01195,2025,0.911,0,72.75,1,1,71.75,1,0,1,1
STU01196,2023,0.944,0,68.0,3,0,72.25,1,0,1,0
STU01196,2024,0.946,0,62.75,2,2,65.0,1,0,1,1
STU01196,2025,0.983,0,71.25,1,1,69.5,1,0,1,1
STU01197,2023,0.964,0,77.0,1,0,79.75,1,0,1,0
STU01197,2024,0.901,0,77.25,1,1,78.5,1,0,1,1
STU01197,2025,0.938,0,77.5,0,0,77.5,0,0,0,0
STU01198,2023,0.961,0,75.25,1,1,71.0,1,0,1,1
STU01198,2024,0.959,0,81.0,0,0,77.5,0,0,0,0
STU01198,2025,0.904,0,83.5,0,0,80.5,0,0,0,0
STU01199,2023,0.931,0,72.5,2,0,74.25,1,0,1,0
STU01199,2024,0.976,0,67.75,2,0,72.75,1,0,1,0
STU01199,2025,0.935,0,78.0,1,1,73.75,1,0,1,1
STU01200,2023,0.883,1,65.5,3,0,67.0,1,1,1,0
STU01200,2024,0.895,1,65.5,3,1,64.0,1,1,1,1
STU01200,2025,0.948,0,66.0,2,2,61.25,1,0,1,1
STU01201,2023,0.935,0,79.75,0,1,74.0,1,0,0,1
STU01201,2024,0.916,0,76.0,1,0,74.0,1,0,1,0
STU01201,2025,0.955,0,76.25,0,0,76.0,0,0,0,0
STU01202,2023,0.949,0,69.66666666666667,3,1,72.75,1,0,1,1
STU01202,2024,0.904,0,70.25,2,0,70.5,1,0,1,0
STU01202,2025,0.928,0,77.25,2,0,79.0,1,0,1,0
STU01203,2023,0.928,0,70.25,2,1,69.75,1,0,1,1
STU01203,2024,1.0,0,84.5,0,0,82.5,0,0,0,0
STU01203,2025,1.0,0,78.25,1,0,75.25,1,0,1,0
STU01204,2023,0.948,0,69.5,2,0,66.25,1,0,1,0
STU01204,2024,0.95,0,79.5,0,0,75.25,0,0,0,0
STU01204,2025,0.942,0,79.5,1,1,79.0,1,0,1,1
STU01205,2023,1.0,0,83.75,0,0,80.75,0,0,0,0
STU01205,2024,0.953,0,84.0,0,0,81.25,0,0,0,0
STU01205,2025,0.994,0,84.25,0,0,85.0,0,0,0,0
STU01206,2023,0.925,0,75.25,1,1,68.75,1,0,1,1
STU01206,2024,0.954,0,76.25,1,1,74.25,1,0,1,1
STU01206,2025,0.887,1,74.25,0,0,73.75,1,1,0,0
STU01207,2023,0.848,1,58.5,3,2,58.75,1,1,1,1
STU01207,2024,0.843,1,60.5,3,1,63.25,1,1,1,1
STU01207,2025,0.845,1,53.5,4,3,50.75,1,1,1,1
STU01208,2023,0.948,0,63.75,3,0,68.25,1,0,1,0
STU01208,2024,0.894,1,72.25,1,0,72.0,1,1,1,0
STU01208,2025,0.871,1,63.5,3,2,63.25,1,1,1,1
STU01209,2023,0.959,0,69.0,2,0,70.25,1,0,1,0
STU01209,2024,0.905,0,79.5,0,0,77.75,0,0,0,0
STU01209,2025,1.0,0,77.0,1,0,77.75,1,0,1,0
STU01210,2023,0.942,0,73.5,2,0,77.5,1,0,1,0
STU01210,2024,0.955,0,75.0,0,0,75.75,0,0,0,0
STU01210,2025,1.0,0,79.25,1,0,80.0,1,0,1,0
STU01211,2023,0.982,0,87.25,0,0,90.0,0,0,0,0
STU01211,2024,0.952,0,79.75,0,0,77.75,0,0,0,0
STU01211,2025,0.994011976047904,0,89.0,0,0,93.33333333333333,0,0,0,0
STU01212,2023,0.955,0,77.5,1,0,79.75,1,0,1,0
STU01212,2024,1.0,0,79.0,1,1,76.25,1,0,1,1
STU01212,2025,0.958,0,80.0,1,0,77.5,1,0,1,0
STU01213,2023,0.955,0,84.5,0,0,80.5,0,0,0,0
STU01213,2024,0.0107,1,73.0,1,0,75.5,1,1,1,0
STU01213,2025,0.952,0,86.0,1,0,90.75,1,0,1,0
STU01214,2023,0.942,0,76.75,0,0,74.25,0,0,0,0
STU01214,2024,0.917,0,67.5,2,2,66.5,1,0,1,1
STU01214,2025,0.927,0,78.75,0,0,80.5,0,0,0,0
STU01215,2023,0.967,0,82.25,0,0,83.0,0,0,0,0
STU01215,2024,0.935,0,74.5,1,0,71.75,1,0,1,0
STU01215,2025,0.926,0,84.0,0,0,85.5,0,0,0,0
STU01216,2023,0.955,0,71.0,2,0,68.75,1,0,1,0
STU01216,2024,0.944,0,73.75,1,0,77.5,1,0,1,0
STU01216,2025,0.903,0,70.75,2,0,70.25,1,0,1,0
STU01217,2023,0.982,0,69.5,1,1,67.0,1,0,1,1
STU01217,2024,0.946,0,74.75,2,1,73.25,1,0,1,1
STU01217,2025,0.8855421686746988,1,77.25,0,0,78.0,1,1,0,0
STU01218,2023,0.924,0,76.0,1,0,78.75,1,0,1,0
STU01218,2024,0.915,0,74.5,1,0,79.5,1,0,1,0
STU01218,2025,0.932,0,75.5,1,0,77.0,1,0,1,0
STU01219,2023,0.937,0,77.0,1,0,78.5,1,0,1,0
STU01219,2024,0.888,1,67.25,2,1,62.5,1,1,1,1
STU01219,2025,0.921,0,65.0,2,2,68.25,1,0,1,1
STU01220,2023,0.948,0,69.0,3,0,69.25,1,0,1,0
STU01220,2024,0.952,0,73.0,2,0,76.5,1,0,1,0
STU01220,2025,0.934,0,65.5,4,1,65.25,1,0,1,1
STU01221,2023,1.0,0,79.25,1,1,76.75,1,0,1,1
STU01221,2024,0.932,0,89.0,0,0,86.75,0,0,0,0
STU01221,2025,0.983,0,85.25,1,0,87.0,1,0,1,0
STU01222,2023,0.944,0,71.5,2,1,67.75,1,0,1,1
STU01222,2024,0.93,0,82.5,1,0,83.25,1,0,1,0
STU01222,2025,0.941,0,80.0,0,0,74.0,0,0,0,0
STU01223,2023,0.952,0,60.25,3,2,61.0,1,0,1,1
STU01223,2024,0.952,0,78.0,1,0,77.75,1,0,1,0
STU01223,2025,0.931,0,72.0,0,0,70.5,0,0,0,0
STU01224,2023,0.831,1,59.0,3,4,52.5,1,1,1,1
STU01224,2024,0.927,0,65.25,3,0,67.75,1,0,1,0
STU01224,2025,0.85,1,62.25,3,2,59.0,1,1,1,1
STU01225,2023,0.935,0,81.0,0,0,80.0,0,0,0,0
STU01225,2024,0.924,0,77.5,1,1,75.75,1,0,1,1
STU01225,2025,0.994,0,81.0,0,0,79.0,0,0,0,0
STU01226,2023,0.921,0,68.25,2,2,64.25,1,0,1,1
STU01226,2024,0.978,0,74.25,1,0,73.5,1,0,1,0
STU01226,2025,0.948,0,75.5,1,0,76.0,1,0,1,0
STU01227,2023,0.938,0,76.0,1,0,76.0,1,0,1,0
STU01227,2024,0.911,0,77.25,1,1,74.0,1,0,1,1
STU01227,2025,0.96,0,85.5,0,0,86.5,0,0,0,0
STU01228,2023,0.91,0,59.25,4,1,62.0,1,0,1,1
STU01228,2024,0.928,0,67.75,3,0,65.75,1,0,1,0
STU01228,2025,0.876,1,61.75,4,1,65.75,1,1,1,1
STU01229,2023,0.92,0,76.5,1,1,71.75,1,0,1,1
STU01229,2024,0.92,0,78.5,0,0,78.5,0,0,0,0
STU01229,2025,0.928,0,77.75,0,0,77.75,0,0,0,0
STU01230,2023,0.883,1,67.25,3,0,70.5,1,1,1,0
STU01230,2024,0.917,0,71.25,1,1,71.5,1,0,1,1
STU01230,2025,0.922,0,78.25,0,0,79.0,0,0,0,0
STU01231,2023,0.936,0,72.25,0,0,70.25,0,0,0,0
STU01231,2024,0.956,0,65.5,3,1,67.25,1,0,1,1
STU01231,2025,0.905,0,77.5,2,1,74.75,1,0,1,1
STU01232,2023,0.989,0,74.75,1,0,73.5,1,0,1,0
STU01232,2024,0.959,0,75.0,1,0,76.5,1,0,1,0
STU01232,2025,0.953,0,74.0,0,0,77.5,0,0,0,0
STU01233,2023,0.983,0,75.0,0,0,79.25,0,0,0,0
STU01233,2024,0.955,0,83.5,0,0,77.75,0,0,0,0
STU01233,2025,0.983,0,80.0,0,0,82.75,0,0,0,0
STU01234,2023,0.938,0,71.25,2,1,66.0,1,0,1,1
STU01234,2024,0.925,0,70.5,2,0,68.75,1,0,1,0
STU01234,2025,0.994,0,77.25,0,0,78.75,0,0,0,0
STU01235,2023,0.953,0,81.0,1,0,86.25,1,0,1,0
STU01235,2024,0.9,0,78.0,1,0,79.25,1,0,1,0
STU01235,2025,1.0,0,78.5,0,0,74.33333333333333,0,0,0,0
STU01236,2023,0.942,0,74.0,1,1,73.25,1,0,1,1
STU01236,2024,0.915,0,73.75,2,0,73.5,1,0,1,0
STU01236,2025,0.891,1,75.75,1,0,72.5,1,1,1,0
STU01237,2023,0.977,0,84.25,0,0,86.75,0,0,0,0
STU01237,2024,0.949,0,84.5,1,0,85.25,1,0,1,0
STU01237,2025,0.944,0,91.5,0,0,89.75,0,0,0,0
STU01238,2023,0.912,0,60.0,3,3,63.5,1,0,1,1
STU01238,2024,0.888,1,67.75,3,1,69.0,1,1,1,1
STU01238,2025,0.924,0,69.75,3,0,69.25,1,0,1,0
STU01239,2023,1.0,0,85.25,0,0,83.75,0,0,0,0
STU01239,2024,0.946,0,75.0,1,0,74.25,1,0,1,0
STU01239,2025,0.953,0,77.75,0,0,81.0,0,0,0,0
STU01240,2023,0.958,0,86.25,0,0,82.75,0,0,0,0
STU01240,2024,0.952,0,76.0,0,0,76.5,0,0,0,0
STU01240,2025,0.856,1,76.75,1,0,78.75,1,1,1,0
STU01241,2023,0.988,0,63.75,2,2,62.0,1,0,1,1
STU01241,2024,0.927,0,65.25,3,1,68.5,1,0,1,1
STU01241,2025,0.871,1,70.25,2,1,67.25,1,1,1,1
STU01242,2023,0.914,0,66.75,2,1,61.25,1,0,1,1
STU01242,2024,0.956,0,81.5,0,0,83.5,0,0,0,0
STU01242,2025,1.0,0,74.25,1,0,74.5,1,0,1,0
STU01243,2023,0.871,1,65.25,2,1,67.5,1,1,1,1
STU01243,2024,0.847,1,60.25,4,0,66.5,1,1,1,0
STU01243,2025,0.919,0,69.0,2,1,68.75,1,0,1,1
STU01244,2023,0.961,0,68.5,2,0,73.25,1,0,1,0
STU01244,2024,0.906,0,67.5,2,1,66.0,1,0,1,1
STU01244,2025,0.881,1,67.5,2,0,71.75,1,1,1,0
STU01245,2023,0.892,1,55.75,4,1,61.5,1,1,1,1
STU01245,2024,0.916,0,70.0,2,0,71.0,1,0,1,0
STU01245,2025,0.911,0,65.25,3,1,64.75,1,0,1,1
STU01246,2023,0.904,0,58.75,4,2,59.25,1,0,1,1
STU01246,2024,0.915,0,71.25,1,0,69.0,1,0,1,0
STU01246,2025,0.909,0,60.0,3,2,63.5,1,0,1,1
STU01247,2023,0.988,0,70.5,2,0,75.75,1,0,1,0
STU01247,2024,0.949,0,66.5,3,0,66.25,1,0,1,0
STU01247,2025,0.956,0,71.5,1,0,71.25,1,0,1,0
STU01248,2023,0.955,0,78.5,1,0,75.25,1,0,1,0
STU01248,2024,0.929,0,70.25,2,0,74.5,1,0,1,0
STU01248,2025,0.902,0,71.0,2,2,69.25,1,0,1,1
STU01249,2023,0.916,0,65.5,3,0,67.25,1,0,1,0
STU01249,2024,0.983,0,75.0,1,1,74.25,1,0,1,1
STU01249,2025,0.95,0,80.5,0,0,82.25,0,0,0,0
STU01250,2023,0.945,0,78.5,1,0,76.75,1,0,1,0
STU01250,2024,0.978,0,80.5,0,0,76.0,0,0,0,0
STU01250,2025,0.905,0,71.0,2,2,69.0,1,0,1,1
STU01251,2023,0.856,1,80.75,0,0,80.25,1,1,0,0
STU01251,2024,0.934,0,76.5,1,0,82.5,1,0,1,0
STU01251,2025,0.988,0,85.5,0,0,85.75,0,0,0,0
STU01252,2023,0.978,0,73.25,2,1,68.75,1,0,1,1
STU01252,2024,1.0,0,68.75,3,0,70.75,1,0,1,0
STU01252,2025,1.0,0,81.75,0,0,78.0,0,0,0,0
STU01253,2023,0.994,0,73.75,2,1,71.5,1,0,1,1
STU01253,2024,0.949,0,71.0,3,0,71.0,1,0,1,0
STU01253,2025,0.904,0,73.5,1,0,74.0,1,0,1,0
STU01254,2023,0.93,0,63.25,3,2,61.75,1,0,1,1
STU01254,2024,0.972,0,66.25,3,0,68.25,1,0,1,0
STU01254,2025,0.964,0,76.0,0,0,75.0,0,0,0,0
STU01255,2023,0.855,1,67.5,2,1,67.75,1,1,1,1
STU01255,2024,0.937,0,84.5,0,0,85.0,0,0,0,0
STU01255,2025,0.955,0,82.5,0,0,80.25,0,0,0,0
STU01256,2023,0.873,1,54.75,4,3,52.5,1,1,1,1
STU01256,2024,0.933,0,72.5,1,0,71.5,1,0,1,0
STU01256,2025,0.989,0,64.0,3,1,64.75,1,0,1,1
STU01257,2023,0.988,0,88.25,0,0,89.0,0,0,0,0
STU01257,2024,0.92,0,77.0,1,1,81.5,1,0,1,1
STU01257,2025,1.0,0,86.25,0,0,84.5,0,0,0,0
STU01258,2023,0.902,0,66.5,3,1,65.25,1,0,1,1
STU01258,2024,0.841,1,62.75,3,1,61.25,1,1,1,1
STU01258,2025,0.92,0,59.75,3,2,66.75,1,0,1,1
STU01259,2023,0.976,0,91.25,0,0,88.5,0,0,0,0
STU01259,2024,0.989,0,89.5,0,0,89.25,0,0,0,0
STU01259,2025,0.909,0,88.0,0,0,91.25,0,0,0,0
STU01260,2023,0.944,0,66.0,3,1,67.25,1,0,1,1
STU01260,2024,0.922,0,77.0,1,0,76.25,1,0,1,0
STU01260,2025,0.949,0,75.0,2,0,68.75,1,0,1,0
STU01261,2023,0.965,0,64.0,3,2,57.5,1,0,1,1
STU01261,2024,0.923,0,68.25,2,0,69.5,1,0,1,0
STU01261,2025,0.91,0,72.0,2,0,78.5,1,0,1,0
STU01262,2023,0.978,0,64.5,3,1,66.0,1,0,1,1
STU01262,2024,0.899,1,74.0,1,0,79.25,1,1,1,0
STU01262,2025,0.888,1,68.0,3,0,65.25,1,1,1,0
STU01263,2023,0.843,1,62.75,4,1,63.666666666666664,1,1,1,1
STU01263,2024,0.927,0,63.75,3,3,62.5,1,0,1,1
STU01263,2025,0.912,0,64.25,3,1,64.75,1,0,1,1
STU01264,2023,0.947,0,81.0,0,0,82.25,0,0,0,0
STU01264,2024,0.946,0,70.75,2,0,72.0,1,0,1,0
STU01264,2025,0.888,1,75.75,1,1,70.25,1,1,1,1
