student_id,school_year,days_enrolled,days_present,attendance_rate
STU00874,2024,165,157,0.952
STU00874,2025,166,153,0.922
STU00875,2023,179,171,0.955
STU00875,2024,165,153,0.927
STU00875,2025,177,171,0.966
STU00876,2023,180,171,0.95
STU00876,2024,179,160,0.894
STU00876,2025,166,149,0.898
STU00877,2023,171,163,0.953
STU00877,2024,172,171,0.994
STU00877,2025,180,176,0.978
STU00878,2023,180,175,0.972
STU00878,2024,180,167,0.928
STU00878,2025,171,170,0.994
STU00879,2023,179,163,0.911
STU00879,2024,176,167,0.949
STU00879,2025,172,158,0.919
STU00880,2023,170,156,0.918
STU00880,2024,170,155,0.912
STU00880,2025,175,150,0.857
STU00881,2023,168,153,0.911
STU00881,2024,172,146,0.849
STU00881,2025,170,163,0.959
STU00882,2023,172,165,0.959
STU00882,2024,175,165,0.943
STU00882,2025,168,154,0.917
STU00883,2023,165,148,0.897
STU00883,2024,174,167,0.96
STU00883,2025,179,165,0.922
STU00884,2023,168,153,0.911
STU00884,2024,167,160,0.958
STU00884,2025,175,166,0.949
STU00885,2023,175,158,0.903
STU00885,2024,171,157,0.918
STU00885,2025,173,161,0.931
STU00886,2023,171,161,0.942
STU00886,2024,166,161,0.97
STU00886,2025,169,145,0.858
STU00887,2023,168,153,0.911
STU00887,2024,165,155,0.939
STU00887,2025,166,159,0.958
STU00888,2023,166,164,0.988
STU00888,2024,174,167,0.96
STU00888,2025,170,165,0.971
STU00889,2023,176,169,0.96
STU00889,2024,179,177,0.989
STU00889,2025,171,166,0.971
STU00890,2023,166,158,0.952
STU00890,2024,176,158,89.8%
STU00890,2025,176,176,1.0
STU00891,2023,167,146,0.874
STU00891,2024,172,152,0.884
STU00891,2025,171,154,0.901
STU00892,2023,180,170,0.944
STU00892,2024,177,174,0.983
STU00892,2025,167,167,1.0
STU00893,2023,166,141,0.849
STU00893,2024,177,166,0.938
STU00893,2025,174,164,0.943
STU00894,2023,172,157,0.913
STU00894,2024,169,152,0.899
STU00894,2025,171,160,0.936
STU00895,2023,168,163,0.97
STU00895,2024,173,160,0.925
STU00895,2025,174,163,0.937
STU00896,2023,170,160,0.941
STU00896,2024,175,173,0.989
STU00896,2025,165,159,0.964
STU00897,2023,177,161,0.91
STU00897,2024,167,153,0.916
STU00897,2025,180,156,0.867
STU00898,2023,179,171,0.955
STU00898,2024,180,168,0.933
STU00898,2025,174,167,0.96
STU00899,2023,173,170,0.983
STU00899,2024,178,177,0.994
STU00899,2025,179,169,0.944
STU00900,2023,174,161,0.925
STU00900,2024,168,152,0.905
STU00900,2025,177,171,0.966
STU00901,2023,168,168,1.0
STU00901,2024,179,160,0.894
STU00901,2025,176,168,0.955
STU00902,2023,175,166,0.949
STU00902,2024,171,157,91.8%
STU00902,2025,180,164,0.911
STU00903,2023,175,148,0.846
STU00903,2024,169,162,0.959
STU00903,2025,168,163,0.97
STU00904,2023,174,161,0.925
STU00904,2024,165,137,0.83
STU00904,2025,172,164,0.953
STU00905,2023,179,177,0.989
STU00905,2024,173,160,0.925
STU00905,2025,176,156,0.886
STU00906,2023,170,156,0.918
STU00906,2024,165,160,0.97
STU00906,2025,179,164,91.6%
STU00907,2023,169,159,0.941
STU00907,2024,172,165,0.959
STU00907,2025,169,155,0.917
STU00908,2023,165,163,0.988
STU00908,2024,174,154,0.885
STU00908,2025,167,146,0.874
STU00909,2023,168,152,0.905
STU00909,2024,166,153,0.922
STU00909,2025,177,155,0.876
STU00910,2023,173,163,0.942
STU00910,2024,169,158,0.935
STU00910,2025,165,155,0.939
STU00911,2023,173,159,0.919
STU00911,2024,169,157,0.929
STU00911,2025,172,159,0.924
STU00912,2023,177,177,
STU00912,2024,165,149,0.903
STU00912,2025,173,164,0.948
STU00913,2023,175,158,0.903
STU00913,2024,177,170,0.96
STU00913,2025,175,161,0.92
STU00914,2023,178,177,0.994
STU00914,2024,171,161,0.942
STU00914,2025,180,163,0.906
STU00915,2023,168,151,0.899
STU00915,2024,175,159,0.909
STU00915,2025,171,157,0.918
STU00916,2023,179,171,0.955
STU00916,2024,174,159,0.914
STU00916,2025,177,177,1.0
STU00917,2023,168,163,0.97
STU00917,2024,170,168,0.988
STU00917,2025,179,171,0.955
STU00918,2023,174,167,0.96
STU00918,2024,176,171,0.972
STU00918,2025,175,160,0.914
STU00919,2023,172,160,0.93
STU00919,2024,174,161,0.925
STU00919,2025,173,160,0.925
STU00920,2023,176,166,0.943
STU00920,2024,177,170,0.96
STU00920,2025,166,151,0.91
STU00921,2023,168,157,0.935
STU00921,2024,167,154,0.922
STU00921,2025,165,146,0.885
STU00922,2023,171,163,0.953
STU00922,2024,165,153,0.927
STU00922,2025,177,168,0.949
STU00923,2023,173,167,0.965
STU00923,2024,173,152,0.879
STU00923,2025,167,153,0.916
STU00924,2023,174,155,0.891
STU00924,2024,178,170,0.955
STU00924,2025,170,144,0.847
STU00925,2023,174,169,0.971
STU00925,2024,179,170,0.95
STU00925,2025,175,163,0.931
STU00926,2023,166,154,0.928
STU00926,2024,174,162,0.931
STU00926,2025,167,155,0.928
STU00927,2023,167,163,0.976
STU00927,2024,174,152,0.874
STU00927,2025,180,176,0.978
STU00928,2023,168,155,0.923
STU00928,2024,178,166,0.933
STU00928,2025,169,155,0.917
STU00929,2023,173,168,0.971
STU00929,2024,174,164,0.943
STU00929,2025,177,155,0.876
STU00930,2023,178,162,0.91
STU00930,2024,176,166,0.943
STU00930,2025,173,162,0.936
STU00931,2023,165,150,0.909
STU00931,2024,174,153,0.879
STU00931,2025,169,147,0.87
STU00932,2023,179,160,0.894
STU00932,2024,169,163,0.964
STU00932,2025,179,159,0.888
STU00933,2023,167,151,0.904
STU00933,2024,175,159,0.909
STU00933,2025,179,165,0.922
STU00934,2023,173,154,0.89
STU00934,2024,165,142,0.861
STU00934,2025,171,164,0.959
STU00935,2023,179,165,0.922
STU00935,2024,168,156,0.929
STU00935,2025,178,174,0.978
STU00936,2023,171,165,0.965
STU00936,2024,174,154,0.885
STU00936,2025,168,163,0.97
STU00937,2023,165,156,0.945
STU00937,2024,175,156,0.891
STU00937,2025,171,171,1.0
STU00938,2023,176,147,0.835
STU00938,2024,169,151,0.893
STU00938,2025,165,143,0.867
STU00939,2023,172,172,1.0
STU00939,2024,171,152,0.889
STU00939,2025,165,155,0.939
STU00940,2023,170,164,0.965
STU00940,2024,180,163,0.906
STU00940,2025,173,155,0.896
STU00941,2023,175,175,1.0
STU00941,2024,169,152,0.899
STU00941,2025,171,153,0.895
STU00942,2023,173,154,0.89
STU00942,2024,176,156,0.886
STU00942,2025,177,159,0.898
STU00943,2023,170,149,0.876
STU00943,2024,165,162,0.982
STU00943,2025,172,162,0.942
STU00944,2023,175,169,0.966
STU00944,2024,177,159,0.898
STU00944,2025,175,158,0.903
STU00945,2023,167,155,0.928
STU00945,2024,169,152,0.899
STU00945,2025,173,162,0.936
STU00946,2023,166,153,0.922
STU00946,2024,172,162,0.942
STU00946,2025,177,159,0.898
STU00947,2023,169,168,0.994
STU00947,2024,169,157,0.929
STU00947,2025,176,162,0.92
STU00948,2023,169,156,0.923
STU00948,2024,180,165,0.917
STU00948,2025,173,161,0.931
STU00949,2023,171,156,0.912
STU00949,2024,172,165,0.959
STU00949,2025,178,166,0.933
STU00950,2023,175,166,0.949
STU00950,2024,180,175,0.972
STU00950,2025,177,174,0.983
STU00951,2023,166,156,0.94
STU00951,2024,168,164,-0.05
STU00951,2025,166,147,0.886
STU00952,2023,167,158,0.946
STU00952,2024,171,161,0.942
STU00952,2025,165,165,1.0
STU00953,2023,172,151,0.878
STU00953,2024,176,153,0.869
STU00953,2025,165,155,0.939
STU00954,2023,171,152,0.889
STU00954,2024,177,165,0.932
STU00954,2025,176,160,0.909
STU00955,2023,180,165,0.917
STU00955,2024,178,157,0.882
STU00955,2025,175,153,0.874
STU00956,2023,166,160,0.964
STU00956,2024,165,165,1.0
STU00956,2025,175,164,0.937
STU00957,2023,174,174,1.0
STU00957,2024,179,165,0.922
STU00957,2025,176,164,0.932
STU00958,2023,166,153,0.922
STU00958,2024,165,151,0.915
STU00958,2025,180,180,1.0
STU00959,2023,175,148,
STU00959,2024,179,156,0.872
STU00959,2025,180,162,0.9
STU00960,2023,172,164,
STU00960,2024,172,160,0.93
STU00960,2025,177,166,0.938
STU00961,2023,176,164,0.932
STU00961,2024,172,162,0.942
STU00961,2025,173,149,0.861
STU00962,2023,172,148,0.86
STU00962,2024,174,158,0.908
STU00962,2025,171,152,0.889
STU00963,2023,176,158,0.898
STU00963,2024,165,149,0.903
STU00963,2025,170,152,0.894
STU00964,2023,165,162,0.982
STU00964,2024,165,152,0.921
STU00964,2025,167,162,0.97
STU00965,2023,179,172,0.961
STU00965,2024,179,163,0.911
STU00965,2025,173,164,0.948
STU00966,2023,169,153,0.905
STU00966,2024,166,162,0.976
STU00966,2025,175,165,0.943
STU00967,2023,170,150,0.882
STU00967,2024,172,159,0.924
STU00967,2025,180,169,0.939
STU00968,2023,167,155,0.928
STU00968,2024,177,177,1.0
STU00968,2025,169,160,0.947
STU00969,2023,179,164,0.916
STU00969,2024,166,151,0.91
STU00969,2025,176,157,0.892
STU00970,2023,169,160,0.947
STU00970,2024,179,161,0.899
STU00970,2025,179,177,0.989
STU00971,2023,175,175,1.0
STU00971,2024,173,163,0.942
STU00971,2025,165,161,0.976
STU00972,2023,170,141,0.829
STU00972,2024,168,160,0.952
STU00972,2025,175,154,0.88
STU00973,2023,175,162,0.926
STU00973,2024,170,153,0.9
STU00973,2025,179,166,0.927
STU00974,2023,180,167,0.928
STU00974,2024,177,166,0.938
STU00974,2025,178,168,0.944
STU00975,2023,169,164,0.97
STU00975,2024,170,161,0.947
STU00975,2025,174,168,0.966
STU00976,2023,176,176,1.0
STU00976,2024,180,177,0.983
STU00976,2025,178,161,0.904
STU00977,2023,175,161,0.92
STU00977,2024,167,158,94.6%
STU00977,2025,177,160,0.904
STU00978,2023,172,153,0.89
STU00978,2024,167,147,0.88
STU00978,2025,165,149,0.903
STU00979,2023,167,149,0.892
STU00979,2024,165,150,0.909
STU00979,2025,180,168,0.933
STU00980,2023,179,163,0.911
STU00980,2024,174,161,0.925
STU00980,2025,172,168,0.977
STU00981,2023,171,157,0.918
STU00981,2024,178,162,0.91
STU00981,2025,169,157,0.929
STU00982,2023,168,163,0.97
STU00982,2024,165,142,0.861
STU00982,2025,178,167,0.938
STU00983,2023,167,156,0.934
STU00983,2024,171,152,0.889
STU00983,2025,176,169,0.96
STU00984,2023,175,156,0.891
STU00984,2024,174,171,0.983
STU00984,2025,180,171,0.95
STU00985,2023,175,156,0.891
STU00985,2024,168,162,0.964
STU00985,2025,175,152,0.869
STU00986,2023,178,158,0.888
STU00986,2024,180,163,0.906
STU00986,2025,166,154,0.928
STU00987,2023,179,176,0.983
STU00987,2024,169,163,0.964
STU00987,2025,167,159,0.952
STU00988,2023,165,152,0.921
STU00988,2024,169,157,0.929
STU00988,2025,168,161,0.958
STU00989,2023,168,162,0.964
STU00989,2024,172,165,0.959
STU00989,2025,168,155,0.923
STU00990,2023,165,152,0.921
STU00990,2024,167,151,0.904
STU00990,2025,168,158,0.94
STU00991,2023,171,163,0.953
STU00991,2024,167,152,0.91
STU00991,2025,175,174,0.994
STU00992,2023,175,171,0.977
STU00992,2024,174,172,0.989
STU00992,2025,169,155,0.917
STU00993,2023,177,168,0.949
STU00993,2024,168,147,0.875
STU00993,2025,165,146,0.885
STU00994,2023,168,150,0.893
STU00994,2024,176,170,0.966
STU00994,2025,172,160,0.93
STU00995,2023,173,146,0.844
STU00995,2024,165,141,0.855
STU00995,2025,179,153,0.855
STU00996,2023,173,166,0.96
STU00996,2024,165,155,0.939
STU00996,2025,170,156,0.918
STU00997,2023,166,155,0.934
STU00997,2024,179,166,0.927
STU00997,2025,176,172,0.977
STU00998,2023,178,159,0.893
STU00998,2024,172,155,0.901
STU00998,2025,170,148,0.871
STU00999,2023,166,153,0.922
STU00999,2024,179,161,0.899
STU00999,2025,174,171,0.983
STU01000,2023,169,157,0.929
STU01000,2024,176,165,0.938
STU01000,2025,179,166,0.927
STU01001,2023,170,161,0.947
STU01001,2024,179,166,0.927
STU01001,2025,180,180,1.0
STU01002,2023,180,174,0.967
STU01002,2024,173,153,0.884
STU01002,2025,171,153,0.895
STU01003,2023,172,157,0.913
STU01003,2024,165,160,0.97
STU01003,2025,173,166,0.96
STU01004,2023,178,171,0.961
STU01004,2024,176,173,0.983
STU01004,2025,176,173,0.983
STU01005,2023,167,167,1.0
STU01005,2024,168,150,0.893
STU01005,2025,175,158,0.903
STU01006,2023,169,165,0.976
STU01006,2024,177,160,0.904
STU01006,2025,166,147,0.886
STU01007,2023,172,160,0.93
STU01007,2024,179,177,0.989
STU01007,2025,166,158,0.952
STU01008,2023,173,161,0.931
STU01008,2024,178,167,0.938
STU01008,2025,176,153,0.869
STU01009,2023,173,152,0.879
STU01009,2024,173,163,0.942
STU01009,2025,172,154,0.895
STU01010,2023,168,159,0.946
STU01010,2024,177,165,0.932
STU01010,2025,168,160,0.952
STU01011,2023,170,160,0.941
STU01011,2024,169,156,0.923
STU01011,2025,176,171,0.972
STU01012,2023,173,161,0.931
STU01012,2024,176,167,0.949
STU01012,2025,169,167,0.988
STU01013,2023,179,170,0.95
STU01013,2024,178,167,0.938
STU01013,2025,171,156,0.912
STU01014,2023,176,174,0.989
STU01014,2024,174,158,0.908
STU01014,2025,165,158,0.958
STU01015,2023,180,177,0.983
STU01015,2024,170,157,0.924
STU01015,2025,169,163,0.964
STU01016,2023,178,157,0.882
STU01016,2024,171,170,0.994
STU01016,2025,167,149,0.892
STU01017,2023,175,157,0.897
STU01017,2024,178,148,0.831
STU01017,2025,170,161,0.947
STU01018,2023,179,171,0.955
STU01018,2024,168,155,0.923
STU01018,2025,165,157,0.952
STU01019,2023,178,164,0.921
STU01019,2024,170,161,0.947
STU01019,2025,170,161,0.947
STU01020,2023,165,151,0.915
STU01020,2024,169,146,0.864
STU01020,2025,165,154,0.933
STU01021,2023,167,146,0.874
STU01021,2024,174,157,0.902
STU01021,2025,169,151,0.893
STU01022,2023,170,149,0.876
STU01022,2024,180,165,0.917
STU01022,2025,166,166,1.0
STU01023,2023,169,169,1.0
STU01023,2024,170,163,0.959
STU01023,2025,169,164,0.97
STU01024,2023,174,166,0.954
STU01024,2024,178,174,0.978
STU01024,2025,167,160,0.958
STU01025,2023,173,154,0.89
STU01025,2024,170,153,0.9
STU01025,2025,165,145,0.879
STU01026,2023,166,151,0.91
STU01026,2024,180,165,0.917
STU01026,2025,174,165,0.948
STU01027,2023,169,159,0.941
STU01027,2024,178,160,0.899
STU01027,2025,168,162,0.964
STU01028,2023,178,164,0.921
STU01028,2024,179,166,0.927
STU01028,2025,176,161,0.915
STU01029,2023,172,159,0.924
STU01029,2024,178,172,0.966
STU01029,2025,170,163,0.959
STU01030,2023,179,172,0.961
STU01030,2024,176,173,0.983
STU01030,2025,169,158,0.935
STU01031,2023,167,156,0.934
STU01031,2024,170,158,0.929
STU01031,2025,170,153,0.9
STU01032,2023,178,160,0.899
STU01032,2024,176,169,0.96
STU01032,2025,165,162,0.982
STU01033,2023,168,168,1.0
STU01033,2024,176,175,0.994
STU01033,2025,168,160,0.952
STU01034,2023,174,165,0.948
STU01034,2024,172,153,0.89
STU01034,2025,175,161,0.92
STU01035,2023,169,153,0.905
STU01035,2024,177,165,0.932
STU01035,2025,180,156,0.867
STU01036,2023,172,160,0.93
STU01036,2024,174,159,0.914
STU01036,2025,172,143,0.831
STU01037,2023,166,150,0.904
STU01037,2024,173,158,0.913
STU01037,2025,169,160,0.947
STU01038,2023,177,174,0.983
STU01038,2024,166,166,1.0
STU01038,2025,168,156,0.929
STU01039,2023,179,171,0.955
STU01039,2024,167,154,0.922
STU01039,2025,175,159,0.909
STU01040,2023,174,153,0.879
STU01040,2024,179,160,0.894
STU01040,2025,178,169,0.949
STU01041,2023,165,151,0.915
STU01041,2024,173,151,1.15
STU01041,2025,174,152,0.874
STU01042,2023,172,161,0.936
STU01042,2024,167,157,0.94
STU01042,2025,180,175,0.972
STU01043,2023,180,178,0.989
STU01043,2024,176,171,0.972
STU01043,2025,174,162,0.931
STU01044,2023,180,159,0.883
STU01044,2024,167,147,0.88
STU01044,2025,174,162,0.931
STU01045,2023,173,171,0.988
STU01045,2024,176,160,0.909
STU01045,2025,174,155,0.891
STU01046,2023,171,161,0.942
STU01046,2024,170,159,0.935
STU01046,2025,176,165,0.938
STU01047,2023,176,156,0.886
STU01047,2024,172,167,0.971
STU01047,2025,165,156,0.945
STU01048,2023,177,168,0.949
STU01048,2024,175,169,0.966
STU01048,2025,174,171,0.983
STU01049,2023,174,165,0.948
STU01049,2024,175,158,0.903
STU01049,2025,173,160,0.925
STU01050,2023,179,169,0.944
STU01050,2024,171,157,0.918
STU01050,2025,173,161,0.931
STU01051,2023,168,156,0.929
STU01051,2024,180,178,0.989
STU01051,2025,178,172,0.966
STU01052,2023,166,166,1.0
STU01052,2024,180,160,0.889
STU01052,2025,172,143,0.831
STU01053,2023,172,165,0.959
STU01053,2024,166,155,0.934
STU01053,2025,173,153,0.884
STU01054,2023,166,154,0.928
STU01054,2024,165,156,0.945
STU01054,2025,171,161,0.942
STU01055,2023,173,158,0.913
STU01055,2024,165,155,0.939
STU01055,2025,178,156,0.876
STU01056,2023,176,170,0.966
STU01056,2024,172,161,0.936
STU01056,2025,173,170,0.983
STU01057,2023,167,145,0.868
STU01057,2024,173,157,0.908
STU01057,2025,178,171,0.961
STU01058,2023,175,154,0.88
STU01058,2024,179,163,0.911
STU01058,2025,174,160,0.92
STU01059,2023,180,162,0.9
STU01059,2024,179,169,0.944
STU01059,2025,167,164,0.982
STU01060,2023,175,175,1.0
STU01060,2024,180,170,0.944
STU01060,2025,172,159,0.924
STU01061,2023,175,163,0.931
STU01061,2024,167,149,0.892
STU01061,2025,167,150,0.898
STU01062,2023,167,150,0.898
STU01062,2024,165,159,0.964
STU01062,2025,170,156,0.918
STU01063,2023,169,169,1.0
STU01063,2024,176,157,0.892
STU01063,2025,175,162,0.926
STU01064,2023,170,162,0.953
STU01064,2024,165,158,0.958
STU01064,2025,175,166,0.949
STU01065,2023,169,152,0.899
STU01065,2024,177,163,0.921
STU01065,2025,171,155,0.906
STU01066,2023,168,155,0.923
STU01066,2024,168,162,0.964
STU01066,2025,171,166,0.971
STU01067,2023,176,169,0.96
STU01067,2024,175,164,0.937
STU01067,2025,179,166,0.927
STU01068,2023,174,168,0.966
STU01068,2024,172,163,0.948
STU01068,2025,178,167,0.938
STU01069,2023,176,172,0.977
STU01069,2024,176,161,0.915
STU01069,2025,180,157,0.872
STU01070,2023,175,172,0.983
STU01070,2024,176,158,0.898
STU01070,2025,166,156,0.94
STU01071,2023,170,158,0.929
STU01071,2024,168,168,1.0
STU01071,2025,168,159,0.946
STU01072,2023,165,149,0.903
STU01072,2024,172,158,0.919
STU01072,2025,168,163,0.97
STU01073,2023,167,153,0.916
STU01073,2024,177,161,0.91
STU01073,2025,174,163,0.937
STU01074,2023,179,171,0.955
STU01074,2024,176,169,0.96
STU01074,2025,169,154,0.911
STU01075,2023,179,154,0.86
STU01075,2024,168,165,0.982
STU01075,2025,173,169,0.977
STU01076,2023,166,166,1.0
STU01076,2024,165,153,0.927
STU01076,2025,168,155,0.923
STU01077,2023,171,156,0.912
STU01077,2024,167,160,0.958
STU01077,2025,170,165,0.971
STU01078,2023,175,163,0.931
STU01078,2024,169,145,0.858
STU01078,2025,173,162,0.936
STU01079,2023,171,150,0.877
STU01079,2024,169,154,0.911
STU01079,2025,173,170,0.983
STU01080,2023,180,170,0.944
STU01080,2024,170,152,0.894
STU01080,2025,179,168,0.939
STU01081,2023,170,156,0.918
STU01081,2024,175,164,0.937
STU01081,2025,173,157,0.908
STU01082,2023,171,156,0.912
STU01082,2024,170,157,0.924
STU01082,2025,180,168,0.933
STU01083,2023,175,164,0.937
STU01083,2024,173,161,0.931
STU01083,2025,167,150,0.898
STU01084,2023,165,148,0.897
STU01084,2024,170,151,0.888
STU01084,2025,179,156,0.872
STU01085,2023,178,178,1.0
STU01085,2024,174,174,1.0
STU01085,2025,170,151,0.888
STU01086,2023,166,162,0.976
STU01086,2024,175,166,0.949
STU01086,2025,165,142,0.861
STU01087,2023,179,159,0.888
STU01087,2024,165,152,0.921
STU01087,2025,166,155,0.934
STU01088,2023,178,159,0.893
STU01088,2024,173,165,0.954
STU01088,2025,180,171,0.95
STU01089,2023,169,152,0.899
STU01089,2024,167,151,0.904
STU01089,2025,172,162,0.942
STU01090,2023,165,157,0.952
STU01090,2024,171,168,0.982
STU01090,2025,168,160,0.952
STU01091,2023,167,155,0.928
STU01091,2024,171,163,0.953
STU01091,2025,180,166,0.922
STU01092,2023,172,163,0.948
STU01092,2024,172,152,0.884
STU01092,2025,176,174,0.989
STU01093,2023,167,158,
STU01093,2024,178,161,0.904
STU01093,2025,174,167,0.96
STU01094,2023,173,165,0.954
STU01094,2024,167,167,1.0
STU01094,2025,166,156,0.94
STU01095,2023,165,148,0.897
STU01095,2024,171,155,0.906
STU01095,2025,178,171,0.961
STU01096,2023,167,158,0.946
STU01096,2024,176,160,0.909
STU01096,2025,180,167,0.928
STU01097,2023,172,155,0.901
STU01097,2024,176,156,0.886
STU01097,2025,179,169,0.944
STU01098,2023,175,167,0.954
STU01098,2024,168,164,0.976
STU01098,2025,166,160,0.964
STU01099,2023,166,152,0.916
STU01099,2024,169,143,0.846
STU01099,2025,177,156,0.881
STU01100,2023,180,161,0.894
STU01100,2024,172,148,0.86
STU01100,2025,168,156,0.929
STU01101,2023,177,169,0.955
STU01101,2024,177,168,0.949
STU01101,2025,170,164,0.965
STU01102,2023,178,171,0.961
STU01102,2024,167,154,0.922
STU01102,2025,177,175,0.989
STU01103,2023,177,170,0.96
STU01103,2024,176,163,0.926
STU01103,2025,170,156,0.918
STU01104,2023,179,157,0.877
STU01104,2024,177,158,0.893
STU01104,2025,177,165,0.932
STU01105,2023,173,173,1.0
STU01105,2024,177,167,0.944
STU01105,2025,172,171,0.994
STU01106,2023,176,169,0.96
STU01106,2024,177,170,0.96
STU01106,2025,178,163,
STU01107,2023,168,157,0.935
STU01107,2024,170,161,0.947
STU01107,2025,174,156,0.897
STU01108,2023,172,150,0.872
STU01108,2024,171,159,0.93
STU01108,2025,173,161,0.931
STU01109,2023,173,170,0.983
STU01109,2024,170,169,0.994
STU01109,2025,169,163,0.964
STU01110,2023,167,158,0.946
STU01110,2024,180,180,1.0
STU01110,2025,176,166,0.943
STU01111,2023,167,164,0.982
STU01111,2024,173,162,0.936
STU01111,2025,172,158,0.919
STU01112,2023,178,165,0.927
STU01112,2024,168,138,0.821
STU01112,2025,179,160,0.894
STU01113,2023,169,150,0.888
STU01113,2024,177,150,0.847
STU01113,2025,177,149,0.842
STU01114,2023,173,160,0.925
STU01114,2024,174,144,0.828
STU01114,2025,166,156,0.94
STU01115,2023,175,160,0.914
STU01115,2024,168,162,0.964
STU01115,2025,178,157,0.882
STU01116,2023,169,157,
STU01116,2024,173,155,0.896
STU01116,2025,176,161,0.915
STU01117,2023,166,149,0.898
STU01117,2024,176,169,0.96
STU01117,2025,167,157,0.94
STU01118,2023,167,156,0.934
STU01118,2024,169,163,0.964
STU01118,2025,175,162,0.926
STU01119,2023,179,177,0.989
STU01119,2024,178,153,0.86
STU01119,2025,180,169,0.939
STU01120,2023,171,152,0.889
STU01120,2024,179,162,0.905
STU01120,2025,180,175,0.972
STU01121,2023,172,168,0.977
STU01121,2024,174,153,0.879
STU01121,2025,168,149,0.887
STU01122,2023,172,161,0.936
STU01122,2024,166,151,0.91
STU01122,2025,177,160,0.904
STU01123,2023,169,163,0.964
STU01123,2024,165,162,0.982
STU01123,2025,170,163,0.959
STU01124,2023,170,166,0.976
STU01124,2024,180,170,0.944
STU01124,2025,165,157,0.952
STU01125,2023,173,167,0.965
STU01125,2024,175,158,0.903
STU01125,2025,175,165,0.943
STU01126,2023,172,161,0.936
STU01126,2024,167,159,0.952
STU01126,2025,169,159,0.941
STU01127,2023,165,147,0.891
STU01127,2024,170,160,0.941
STU01127,2025,165,165,1.0
STU01128,2023,170,160,0.941
STU01128,2024,165,141,0.855
STU01128,2025,177,157,0.887
STU01129,2023,165,165,1.0
STU01129,2024,167,152,0.91
STU01129,2025,177,162,0.915
STU01130,2023,176,159,0.903
STU01130,2024,176,165,0.938
STU01130,2025,171,144,0.842
STU01131,2023,173,153,0.884
STU01131,2024,180,166,0.922
STU01131,2025,167,158,0.946
STU01132,2023,175,166,0.949
STU01132,2024,170,153,0.9
STU01132,2025,176,159,0.903
STU01133,2023,166,142,0.855
STU01133,2024,167,152,0.91
STU01133,2025,180,164,0.911
STU01134,2023,168,168,1.0
STU01134,2024,178,164,0.921
STU01134,2025,171,158,0.924
STU01135,2023,166,146,0.88
STU01135,2024,169,154,0.911
STU01135,2025,178,162,0.91
STU01136,2023,170,153,0.9
STU01136,2024,174,162,0.931
STU01136,2025,168,151,0.899
STU01137,2023,172,163,0.948
STU01137,2024,170,170,1.0
STU01137,2025,165,157,0.952
STU01138,2023,176,176,1.0
STU01138,2024,173,160,0.925
STU01138,2025,176,163,0.926
STU01139,2023,165,152,0.921
STU01139,2024,175,168,0.96
STU01139,2025,167,158,0.946
STU01140,2023,167,163,0.976
STU01140,2024,180,171,0.95
STU01140,2025,168,165,0.982
STU01141,2023,171,153,0.895
STU01141,2024,168,154,0.917
STU01141,2025,172,159,0.924
STU01142,2023,171,150,0.877
STU01142,2024,170,162,0.953
STU01142,2025,177,159,0.898
STU01143,2023,178,164,0.921
STU01143,2024,176,166,0.943
STU01143,2025,177,175,0.989
STU01144,2023,178,163,0.916
STU01144,2024,166,157,0.946
STU01144,2025,173,160,0.925
STU01145,2023,168,153,0.911
STU01145,2024,166,165,0.994
STU01145,2025,166,165,0.994
STU01146,2023,175,170,0.971
STU01146,2024,173,173,1.0
STU01146,2025,172,163,0.948
STU01147,2023,176,176,1.0
STU01147,2024,176,158,0.898
STU01147,2025,173,162,0.936
STU01148,2023,176,145,0.824
STU01148,2024,166,153,0.922
STU01148,2025,169,145,0.858
STU01149,2023,179,173,0.966
STU01149,2024,165,159,0.964
STU01149,2025,179,171,0.955
STU01150,2023,167,149,0.892
STU01150,2024,174,160,0.92
STU01150,2025,178,169,0.949
STU01151,2023,180,166,0.922
STU01151,2024,177,161,0.91
STU01151,2025,176,167,0.949
STU01152,2023,177,162,0.915
STU01152,2024,174,146,0.839
STU01152,2025,178,163,0.916
STU01153,2023,171,154,0.901
STU01153,2024,177,170,0.96
STU01153,2025,177,164,0.927
STU01154,2023,172,152,0.884
STU01154,2024,166,154,0.928
STU01154,2025,179,165,0.922
STU01155,2023,170,150,0.882
STU01155,2024,180,168,0.933
STU01155,2025,172,164,0.953
STU01156,2023,171,155,0.906
STU01156,2024,167,152,0.91
STU01156,2025,174,174,1.0
STU01157,2023,173,162,0.936
STU01157,2024,178,163,0.916
STU01157,2025,173,159,0.919
STU01158,2023,167,164,0.982
STU01158,2024,170,161,0.947
STU01158,2025,177,168,0.949
STU01159,2023,171,163,0.953
STU01159,2024,173,157,0.908
STU01159,2025,171,166,0.971
STU01160,2023,172,172,1.0
STU01160,2024,179,179,1.0
STU01160,2025,174,170,0.977
STU01161,2023,173,173,1.0
STU01161,2024,171,151,0.883
STU01161,2025,171,156,0.912
STU01162,2023,170,153,0.9
STU01162,2024,180,166,0.922
STU01162,2025,177,166,0.938
STU01163,2023,176,165,0.938
STU01163,2024,175,160,0.914
STU01163,2025,174,154,0.885
STU01164,2023,180,171,
STU01164,2024,166,155,0.934
STU01164,2025,171,152,0.889
STU01165,2023,173,163,0.942
STU01165,2024,170,157,0.924
